"Date","Price","Open","High","Low","Vol.","Change %"
"03/02/2024","13.29","12.97","13.64","12.79","5.46M","2.49%"
"03/01/2024","12.97","12.59","12.99","12.59","3.53M","3.00%"
"02/29/2024","12.59","12.64","13.47","12.36","6.84M","-0.38%"
"02/28/2024","12.64","13.02","13.38","11.15","8.00M","-2.93%"
"02/27/2024","13.02","12.94","13.29","12.75","3.80M","0.63%"
"02/26/2024","12.94","12.48","13.00","12.10","3.65M","3.70%"
"02/25/2024","12.48","12.52","12.63","12.31","1.91M","-0.33%"
"02/24/2024","12.52","12.36","12.65","12.04","2.51M","1.29%"
"02/23/2024","12.36","12.74","12.94","12.04","3.45M","-2.99%"
"02/22/2024","12.74","13.19","13.30","12.71","3.23M","-3.41%"
"02/21/2024","13.19","13.73","13.78","12.63","4.05M","-3.98%"
"02/20/2024","13.73","14.60","14.69","13.16","5.79M","-5.90%"
"02/19/2024","14.59","13.66","14.85","13.50","7.55M","6.88%"
"02/18/2024","13.66","13.18","13.99","13.17","4.07M","3.60%"
"02/17/2024","13.18","13.13","13.47","12.71","2.63M","0.43%"
"02/16/2024","13.12","13.50","13.67","12.92","3.57M","-2.75%"
"02/15/2024","13.50","13.58","14.10","13.09","5.36M","-0.64%"
"02/14/2024","13.58","12.93","13.97","12.84","5.14M","5.06%"
"02/13/2024","12.93","13.27","13.42","12.67","4.06M","-2.57%"
"02/12/2024","13.27","12.98","13.49","12.56","4.25M","2.24%"
"02/11/2024","12.98","13.13","13.57","12.89","2.93M","-1.19%"
"02/10/2024","13.13","12.86","13.50","12.61","3.77M","2.25%"
"02/09/2024","12.84","12.19","13.02","12.17","4.13M","5.33%"
"02/08/2024","12.19","12.32","12.64","12.13","3.47M","-0.96%"
"02/07/2024","12.31","12.13","12.37","11.78","3.32M","1.47%"
"02/06/2024","12.13","12.24","12.41","11.90","3.47M","-0.87%"
"02/05/2024","12.24","12.74","13.02","12.09","4.23M","-3.91%"
"02/04/2024","12.74","12.74","13.26","12.48","3.59M","0.00%"
"02/03/2024","12.73","12.74","13.64","12.49","5.98M","-0.04%"
"02/02/2024","12.74","11.66","12.92","11.63","5.89M","9.22%"
"02/01/2024","11.66","11.47","11.83","11.25","3.07M","1.67%"
"01/31/2024","11.47","11.73","11.97","11.29","3.88M","-2.21%"
"01/30/2024","11.73","12.56","12.63","11.69","4.52M","-6.56%"
"01/29/2024","12.56","12.33","12.66","12.05","3.50M","1.79%"
"01/28/2024","12.33","12.72","12.97","12.20","3.67M","-3.07%"
"01/27/2024","12.72","12.15","12.99","12.12","4.79M","4.84%"
"01/26/2024","12.14","11.14","12.54","10.97","5.44M","8.92%"
"01/25/2024","11.14","11.54","12.19","11.01","5.51M","-3.48%"
"01/24/2024","11.54","10.48","11.70","10.36","5.81M","10.19%"
"01/23/2024","10.48","10.47","10.78","9.54","5.90M","0.09%"
"01/22/2024","10.47","11.10","11.34","10.38","4.61M","-5.60%"
"01/21/2024","11.09","11.44","11.58","11.06","2.14M","-3.08%"
"01/20/2024","11.44","11.21","11.75","10.97","3.59M","2.05%"
"01/19/2024","11.21","11.48","11.54","10.48","6.82M","-2.32%"
"01/18/2024","11.48","12.17","12.48","11.30","5.14M","-5.63%"
"01/17/2024","12.16","12.69","12.81","12.04","3.61M","-4.13%"
"01/16/2024","12.69","12.89","13.12","12.26","4.48M","-1.53%"
"01/15/2024","12.88","12.61","13.28","12.57","4.45M","2.13%"
"01/14/2024","12.61","12.91","13.94","12.59","7.70M","-2.30%"
"01/13/2024","12.91","12.23","13.37","11.86","6.09M","5.56%"
"01/12/2024","12.23","13.09","13.11","11.89","6.46M","-6.57%"
"01/11/2024","13.09","13.89","13.89","12.74","8.41M","-5.73%"
"01/10/2024","13.89","12.74","14.20","12.17","9.21M","8.96%"
"01/09/2024","12.75","13.71","13.91","12.18","10.63M","-7.03%"
"01/08/2024","13.71","11.28","13.86","10.34","14.83M","21.56%"
"01/07/2024","11.28","12.01","12.80","11.08","6.45M","-6.14%"
"01/06/2024","12.01","13.30","13.30","11.73","6.58M","-9.67%"
"01/05/2024","13.30","13.86","14.52","12.70","8.06M","-4.04%"
"01/04/2024","13.86","14.41","15.21","13.58","9.56M","-3.78%"
"01/03/2024","14.41","13.97","16.26","12.14","25.00M","3.14%"
"01/02/2024","13.97","12.93","15.02","12.54","15.00M","8.00%"
"01/01/2024","12.93","13.30","13.98","12.72","10.68M","-2.80%"
"12/31/2023","13.31","12.26","15.26","11.96","32.09M","8.62%"
"12/30/2023","12.25","9.38","12.57","9.38","18.69M","30.64%"
"12/29/2023","9.38","9.77","9.89","9.10","5.27M","-3.96%"
"12/28/2023","9.76","9.22","10.47","9.19","12.59M","5.95%"
"12/27/2023","9.22","9.24","9.44","8.77","4.24M","-0.30%"
"12/26/2023","9.24","9.55","9.76","8.66","5.85M","-3.11%"
"12/25/2023","9.54","9.72","9.87","9.27","5.77M","-1.87%"
"12/24/2023","9.72","9.52","10.23","9.34","9.40M","2.17%"
"12/23/2023","9.52","9.33","9.52","8.81","6.09M","1.97%"
"12/22/2023","9.33","9.16","10.96","9.06","13.33M","1.92%"
"12/21/2023","9.16","8.84","9.25","8.55","9.59M","3.52%"
"12/20/2023","8.84","9.31","9.68","8.74","9.65M","-5.05%"
"12/19/2023","9.31","9.77","10.90","9.23","11.86M","-4.68%"
"12/18/2023","9.77","10.50","10.72","9.13","18.12M","-6.92%"
"12/17/2023","10.50","9.97","11.66","9.79","25.39M","5.27%"
"12/16/2023","9.97","7.17","11.78","7.07","39.36M","38.99%"
"12/15/2023","7.18","6.33","7.58","6.20","11.91M","13.47%"
"12/14/2023","6.32","6.29","6.77","6.19","8.80M","0.54%"
"12/13/2023","6.29","5.51","6.39","5.49","9.31M","14.05%"
"12/12/2023","5.52","5.26","5.68","5.25","5.19M","4.74%"
"12/11/2023","5.27","5.54","5.65","4.96","7.21M","-4.89%"
"12/10/2023","5.54","5.54","5.57","5.25","3.00M","0.00%"
"12/09/2023","5.54","5.19","5.63","5.19","5.52M","6.73%"
"12/08/2023","5.19","5.02","5.23","4.99","2.81M","3.44%"
"12/07/2023","5.02","4.87","5.05","4.76","3.53M","3.00%"
"12/06/2023","4.87","5.06","5.24","4.80","5.18M","-3.75%"
"12/05/2023","5.06","5.11","5.17","4.88","3.40M","-0.90%"
"12/04/2023","5.11","4.70","5.22","4.67","6.79M","8.76%"
"12/03/2023","4.70","4.80","4.83","4.64","2.04M","-2.08%"
"12/02/2023","4.80","4.69","4.85","4.67","1.93M","2.35%"
"12/01/2023","4.69","4.56","4.83","4.53","3.23M","2.85%"
"11/30/2023","4.56","4.51","4.57","4.44","1.65M","1.08%"
"11/29/2023","4.51","4.58","4.67","4.46","2.08M","-1.49%"
"11/28/2023","4.58","4.48","4.65","4.40","2.10M","2.23%"
"11/27/2023","4.48","4.65","4.71","4.36","2.68M","-3.81%"
"11/26/2023","4.65","4.72","4.77","4.50","2.31M","-1.51%"
"11/25/2023","4.72","4.60","4.78","4.57","2.43M","2.82%"
"11/24/2023","4.59","4.59","4.69","4.52","1.96M","-0.12%"
"11/23/2023","4.60","4.44","4.64","4.44","2.87M","3.71%"
"11/22/2023","4.44","4.08","4.52","4.08","2.63M","8.64%"
"11/21/2023","4.08","4.53","4.67","4.07","4.67M","-9.80%"
"11/20/2023","4.53","4.58","4.61","4.40","3.69M","-1.42%"
"11/19/2023","4.59","4.32","4.62","4.24","3.44M","6.24%"
"11/18/2023","4.32","4.34","4.34","4.03","3.02M","-0.32%"
"11/17/2023","4.34","4.40","4.52","4.16","4.25M","-1.50%"
"11/16/2023","4.40","4.73","4.79","4.30","6.25M","-6.93%"
"11/15/2023","4.73","4.27","4.79","4.22","4.51M","10.87%"
"11/14/2023","4.27","4.51","4.55","4.14","4.93M","-5.52%"
"11/13/2023","4.52","4.67","4.94","4.51","8.03M","-3.28%"
"11/12/2023","4.67","4.47","4.71","4.29","4.58M","4.56%"
"11/11/2023","4.47","4.38","4.57","4.24","5.06M","2.05%"
"11/10/2023","4.38","4.09","4.39","4.00","4.63M","6.87%"
"11/09/2023","4.09","4.27","4.41","3.83","6.42M","-4.17%"
"11/08/2023","4.27","4.19","4.29","4.12","3.32M","1.84%"
"11/07/2023","4.19","4.26","4.27","4.04","2.96M","-1.39%"
"11/06/2023","4.25","4.06","4.29","3.99","2.91M","4.75%"
"11/05/2023","4.06","4.02","4.20","3.99","2.71M","1.13%"
"11/04/2023","4.02","3.95","4.06","3.85","1.99M","1.82%"
"11/03/2023","3.94","4.02","4.02","3.81","2.22M","-1.81%"
"11/02/2023","4.02","4.07","4.17","3.90","3.14M","-1.25%"
"11/01/2023","4.07","3.94","4.08","3.77","2.90M","3.10%"
"10/31/2023","3.94","4.04","4.12","3.82","2.56M","-2.53%"
"10/30/2023","4.05","4.03","4.08","3.92","3.79M","0.54%"
"10/29/2023","4.03","3.71","4.22","3.66","5.72M","8.45%"
"10/28/2023","3.71","3.51","3.76","3.51","2.00M","5.66%"
"10/27/2023","3.51","3.54","3.57","3.44","1.98M","-0.88%"
"10/26/2023","3.54","3.57","3.71","3.45","3.59M","-0.60%"
"10/25/2023","3.57","3.60","3.70","3.52","2.81M","-0.84%"
"10/24/2023","3.60","3.52","3.66","3.45","4.89M","2.28%"
"10/23/2023","3.52","3.23","3.52","3.21","5.01M","8.74%"
"10/22/2023","3.23","3.22","3.24","3.13","1.42M","0.51%"
"10/21/2023","3.22","3.12","3.25","3.12","1.56M","2.93%"
"10/20/2023","3.12","3.00","3.15","2.99","1.70M","4.33%"
"10/19/2023","3.00","3.05","3.06","2.96","1.57M","-1.92%"
"10/18/2023","3.05","3.07","3.13","3.05","1.88M","-0.36%"
"10/17/2023","3.07","3.16","3.18","3.06","1.58M","-3.15%"
"10/16/2023","3.16","3.15","3.24","3.13","2.37M","0.58%"
"10/15/2023","3.15","3.10","3.21","3.10","1.60M","1.42%"
"10/14/2023","3.10","3.06","3.13","3.05","1.71M","1.24%"
"10/13/2023","3.06","2.93","3.09","2.92","1.69M","4.42%"
"10/12/2023","2.93","2.93","2.94","2.88","1.17M","0.00%"
"10/11/2023","2.93","2.97","2.98","2.88","1.58M","-1.33%"
"10/10/2023","2.97","2.92","2.98","2.92","1.19M","1.69%"
"10/09/2023","2.92","3.09","3.12","2.89","2.15M","-5.49%"
"10/08/2023","3.09","3.10","3.14","3.06","1.00M","0.00%"
"10/07/2023","3.10","3.07","3.13","3.05","781.19K","0.75%"
"10/06/2023","3.07","3.06","3.13","3.04","973.45K","0.62%"
"10/05/2023","3.06","3.17","3.17","3.04","1.05M","-3.49%"
"10/04/2023","3.17","3.13","3.21","3.03","1.72M","1.30%"
"10/03/2023","3.13","3.12","3.16","3.06","1.73M","0.00%"
"10/02/2023","3.12","3.31","3.31","3.07","1.64M","-5.42%"
"10/01/2023","3.30","3.16","3.34","3.15","1.34M","4.40%"
"09/30/2023","3.16","3.14","3.22","3.11","1.24M","0.69%"
"09/29/2023","3.14","3.08","3.19","3.06","2.10M","1.87%"
"09/28/2023","3.08","2.93","3.09","2.93","2.08M","5.39%"
"09/27/2023","2.93","2.96","3.03","2.91","1.26M","-0.98%"
"09/26/2023","2.96","3.00","3.01","2.92","1.11M","-1.35%"
"09/25/2023","3.00","2.92","3.01","2.89","1.26M","2.70%"
"09/24/2023","2.92","2.96","2.99","2.91","893.70K","-1.57%"
"09/23/2023","2.96","2.92","2.97","2.91","655.93K","1.64%"
"09/22/2023","2.92","2.90","2.94","2.85","1.36M","0.46%"
"09/21/2023","2.90","3.00","3.02","2.88","1.26M","-3.15%"
"09/20/2023","3.00","3.03","3.04","2.96","1.32M","-0.98%"
"09/19/2023","3.03","2.98","3.06","2.97","1.36M","1.47%"
"09/18/2023","2.98","2.93","3.03","2.90","1.74M","1.92%"
"09/17/2023","2.93","3.00","3.01","2.89","1.36M","-2.58%"
"09/16/2023","3.00","3.00","3.07","2.96","1.82M","0.26%"
"09/15/2023","3.00","2.92","3.03","2.89","2.59M","2.44%"
"09/14/2023","2.92","2.93","2.98","2.90","1.92M","-0.36%"
"09/13/2023","2.93","2.93","2.98","2.87","2.39M","0.00%"
"09/12/2023","2.93","2.96","3.07","2.93","2.26M","-0.83%"
"09/11/2023","2.96","3.09","3.10","2.92","3.07M","-4.38%"
"09/10/2023","3.09","3.26","3.26","3.06","2.15M","-5.24%"
"09/09/2023","3.26","3.30","3.31","3.25","644.91K","-0.96%"
"09/08/2023","3.30","3.37","3.39","3.27","1.20M","-2.06%"
"09/07/2023","3.37","3.37","3.39","3.31","1.21M","0.00%"
"09/06/2023","3.37","3.29","3.37","3.27","1.75M","2.20%"
"09/05/2023","3.29","3.27","3.32","3.26","1.45M","0.87%"
"09/04/2023","3.27","3.25","3.34","3.20","1.45M","0.31%"
"09/03/2023","3.26","3.26","3.28","3.21","882.71K","0.00%"
"09/02/2023","3.26","3.24","3.28","3.21","782.61K","0.56%"
"09/01/2023","3.24","3.34","3.37","3.20","1.54M","-3.14%"
"08/31/2023","3.34","3.49","3.50","3.27","2.39M","-4.37%"
"08/30/2023","3.49","3.65","3.65","3.46","2.08M","-4.15%"
"08/29/2023","3.65","3.49","3.74","3.42","2.98M","4.56%"
"08/28/2023","3.49","3.49","3.51","3.43","1.09M","0.00%"
"08/27/2023","3.49","3.55","3.65","3.47","1.38M","-1.66%"
"08/26/2023","3.55","3.51","3.57","3.50","507.69K","1.12%"
"08/25/2023","3.51","3.60","3.60","3.46","1.31M","-2.64%"
"08/24/2023","3.60","3.60","3.70","3.52","1.79M","0.00%"
"08/23/2023","3.60","3.42","3.63","3.37","2.95M","5.24%"
